ID,min_distances,ref_min_distances,stenosis_min_squared_fd,stenosis_min_squared_sd,stenosis_ratio_min,stenosis_ratio_min_squared,stenosis_ratio_min_squared_fd,stenosis_ratio_min_squared_sd,avg_radius,ref_avg_radius,stenosis_ratio_avg
29.0,2.790613731780157,2.957966136341486,0.02068183259017653,0.02068183259017653,0.05657684937810559,0.0032009398855528466,-0.0009128337830060806,-0.000900428335131601,3.3716205760556694,3.501354228758865,0.03705242149954713
29.5,2.817822741053796,2.950655528736089,0.15445319618404785,0.15445319618404785,0.045018060017053774,0.0020266257276990557,-0.0016004699427764233,-2.6996565007739377e-05,3.4001049930383966,3.508720853117084,0.03095597074420864
30.0,3.0995201241482526,2.946526107353886,0.04224549556304602,0.04224549556304602,0.0,0.0,-0.0009668269130215593,0.0014322829777145816,3.4261113008665425,3.497708069320119,0.02046962383212647
30.5,2.902313732179888,2.930570864457241,-0.16971930180651862,-0.16971930180651862,0.00964219381966247,9.297190165593713e-05,0.00126409601265274,0.0010241091605096625,3.4430368091153767,3.479606547059978,0.010509733629366913
31.0,2.7600815205352154,2.9062089924376515,-0.08168160161818339,-0.08168160161818339,0.05028112991277622,0.00252819202530548,0.0010813914079977655,-0.0012430706904055198,3.3843257171809844,3.474926632678047,0.026072756369891592
31.5,2.7389505289435214,2.8755228730570055,0.028666537221826882,0.028666537221826882,0.04749478621545178,0.002255754717651468,-0.0012220453681583,-0.0011046343834117498,3.3789608795957453,3.4445679068359225,0.01904651875492913
32.0,2.817414594978869,2.8434913312434613,0.09781177288664389,0.09781177288664389,0.009170675492507607,8.410128898887965e-05,-0.001127877358825734,0.0005899973618319301,3.472041146373221,3.406882943367811,0.0
32.5,2.934574074716809,2.8010706318357954,0.07814550289128785,0.07814550289128785,0.0,0.0,-4.2050644494439824e-05,0.0009574312188161721,3.5457950641926996,3.3632413795982856,0.0
33.0,2.973705600761445,2.767261590220555,-0.15188548269913937,-0.15188548269913937,0.0,0.0,0.0007869850788066102,2.1025322247219912e-05,3.425854012461332,3.324458640599569,0.0
33.5,2.6308031093185305,2.7394876029759065,0.015374712348291242,0.015374712348291242,0.039673292749823785,0.0015739701576132205,0.0,-0.0007869850788066102,3.2374012221553103,3.283228384243329,0.013957957450645098
34.0,3.0044550254580273,2.7069624147515174,0.07594671231058214,0.07594671231058214,0.0,0.0,-0.0007869850788066102,0.0,3.290216906573258,3.2367916884039083,0.0
34.5,2.7826965339396947,2.6796113678456304,-0.05312218529418655,-0.05312218529418655,0.0,0.0,0.0,0.0003934925394033051,3.0790856122974595,3.1990188125626196,0.037490620497191096
35.0,2.8982106548696542,2.618925945114414,-0.036274468241532576,-0.036274468241532576,0.0,0.0,0.0,0.0,3.2033404154336473,3.156710000521298,0.0
35.5,2.7101475974566296,2.5688344931296445,-0.1500792499444623,-0.1500792499444623,0.0,0.0,0.0,0.0,3.2368207928381025,3.1018783625025375,0.0
