ID,min_distances,avg_radius
0.0,0.15394804318339228,0.7697212976186251
0.5,0.8156592425762137,1.3705203989807553
1.0,1.3633048081775352,1.9640983943501493
1.5,1.7534252193920388,2.1946011438217905
2.0,2.0887556104053817,2.3351756706648596
2.5,2.215310362003497,2.5380794022250406
3.0,2.258982071642001,2.702778891562016
3.5,2.599480717374151,2.716962973222928
4.0,2.4712345093090398,2.7006867513863897
4.5,2.3272515979154638,2.942798452092893
5.0,2.2464416306683823,2.938163697692114
5.5,2.0243270486757,2.75199659278919
6.0,1.5342750731208563,2.459915558681758
6.5,1.2060265337048057,2.0036513713251725
7.0,1.016513649687013,1.3132134737339798
7.5,0.8328865468957888,1.7621993754491632
8.0,0.9618211892030638,2.2055807308908344
8.5,1.92325245352759,2.4423782659285043
9.0,2.618148200541744,2.920700408129433
9.5,3.072751210234896,3.362222494499703
10.0,3.500142854227519,3.6418471602603177
10.5,3.7205375955632953,3.9383411030297037
11.0,3.6814806803784825,3.947849188229005
11.5,3.697093452970857,3.997688672685123
12.0,3.6799184773578912,3.8312281206933947
12.5,3.4190057034172994,3.691193125900741
13.0,3.3354609876297467,3.505771820614071
13.5,3.185027472408983,3.3673609262972253
14.0,3.114883625434504,3.268183760785374
14.5,3.12824231797985,3.3264984222979956
15.0,3.23717469408125,3.4907320877075776
15.5,3.280381075424009,3.617989123793116
16.0,3.4479269133785384,3.7632170388094472
16.5,3.5525483810920795,3.776152320319752
17.0,3.6344050407184962,3.8277803336197276
17.5,3.647382623197081,3.907445804030187
18.0,3.637774044659726,3.8944976917245313
18.5,3.7176471053611295,3.8616276920223043
19.0,3.7188304613144196,3.9135575581852673
19.5,3.804549907676334,3.9632490305311356
20.0,3.8782728114458402,3.979559363386991
20.5,3.9246401108891553,4.01284840799514
21.0,3.9405710246105237,4.099291753289842
21.5,3.891644896441616,4.122202548332827
22.0,3.8954075524904965,4.087258653638212
22.5,3.8277147229123534,3.9808413191043455
23.0,3.754863512832389,3.9202183833828896
23.5,3.658155272811706,3.9038078228805064
24.0,3.447245277029187,3.8982869831658635
24.5,3.3069925914643314,3.888041220357905
25.0,3.1503809293480742,3.7613988764674384
25.5,3.1903918254659627,3.940332493576473
26.0,3.3084890811365857,4.032405644772246
26.5,3.2540743691563057,3.8710066266349656
27.0,3.183912687245049,3.6660981860169004
27.5,0.6169278726074988,2.995558446330853
28.0,0.6169278726074988,2.995558446330853
