ID,min_distances,avg_radius
0.0,0.4984977432245729,2.948276317043643
0.5,2.0311573055772834,3.0981606026110455
1.0,3.0270282456561315,3.4198464542347558
1.5,3.3542063144654612,3.7257018407663534
2.0,3.591810128612043,4.473160255899644
2.5,3.8284984001563873,4.760630573939256
3.0,3.8509479352491867,4.629084418242314
3.5,3.9818211913645785,4.608377127873717
4.0,4.015893424880701,4.577520584285867
4.5,4.026561808789233,4.6371061315723185
5.0,4.078847876545536,4.677351119144248
5.5,4.148505755088208,4.669553712110552
6.0,4.232209824666071,4.685196262483253
6.5,4.39872708860188,4.804933367753387
7.0,4.399784085611475,4.780601335571851
7.5,4.3792465105312335,4.748459805353807
8.0,4.406642712995915,4.700230347294245
8.5,4.232611487013661,4.5688083104725505
9.0,3.9792712900730907,4.233320051969324
9.5,3.8477395961785175,4.1298622532465625
10.0,3.480316077599873,3.972384585649876
10.5,3.970201506221071,4.215706772282364
11.0,4.240660325939822,4.64854861801943
11.5,4.512006205669486,4.916101601979085
12.0,4.9152314289359795,5.1720537467908345
12.5,5.0552349104665675,5.39618000227886
13.0,5.239551507524282,5.549234386279306
13.5,5.373425350742299,5.69624965379314
14.0,5.452494841813229,5.744826159042378
14.5,5.449963302628742,5.84800294512968
15.0,5.521403807004155,5.812472546310954
15.5,5.564189069397274,5.795377075085256
16.0,5.537950884578152,5.90945515163075
16.5,5.34254620943984,5.748822279417141
17.0,5.21943483530544,5.694838449480619
17.5,5.098637072787186,5.919896147178881
18.0,4.897193073588176,5.579825052395744
18.5,4.777467948610435,5.522868509811773
19.0,4.6397521485527635,5.448542885756539
19.5,4.711199422652378,5.610769303950952
20.0,4.5562704046182345,5.6714164753810445
20.5,4.323956521520534,5.672694728197524
21.0,4.250341162777409,5.716782437959385
21.5,3.9167843953937496,4.954373252465502
22.0,3.9346918557874293,4.899634128921061
22.5,3.981406786551711,4.91238955187866
23.0,4.067050528331318,4.834541976117509
23.5,4.484919174299572,5.293669721321905
24.0,4.596585689400339,5.47337968818031
24.5,4.85409105806637,5.792708044667884
25.0,5.235083571443726,6.005874205456421
25.5,5.135055988010254,5.924247445086912
26.0,5.258935253451967,5.904232949501963
26.5,5.496871837690965,6.063486163181061
27.0,5.675852358897288,6.08082913147286
27.5,5.591430943864006,6.165237117918425
28.0,5.499899999090885,6.05396663174648
28.5,5.248980853460984,5.877454177915736
29.0,5.500236358557696,5.707887899160906
29.5,5.245855506969288,5.453865550966813
30.0,5.070039447578298,5.413585023047469
30.5,4.983994382019304,5.123283689794385
31.0,4.915536593292745,5.104621942020936
31.5,4.870123201727036,5.137538719492568
32.0,4.763664555780556,5.385174249833539
32.5,4.529127951383137,5.4941020207823215
33.0,4.175320346991353,4.807711923545848
33.5,3.326018640957986,4.353331361613154
34.0,2.728571054599819,3.7918659682286875
