85.60,143.58,57.92
85.64,143.58,57.95
85.63,143.58,57.95
85.64,143.58,57.95
85.65,143.57,57.96
85.73,143.55,58.02
85.73,143.55,58.03
85.76,143.54,58.05
85.74,143.55,58.04
85.89,143.50,58.15
85.92,143.49,58.17
85.95,143.48,58.19
85.92,143.49,58.17
86.09,143.43,58.29
86.28,143.35,58.40
86.27,143.36,58.40
86.07,143.44,58.28
86.68,143.17,58.61
86.77,143.12,58.65
87.03,142.98,58.74
87.08,142.95,58.76
86.35,143.32,58.44
86.70,143.16,58.62
87.28,142.81,58.79
87.28,142.81,58.79
87.54,142.59,58.79
87.51,142.62,58.80
87.03,142.97,58.74
87.28,142.81,58.79
87.73,142.42,58.77
87.74,142.39,58.76
87.96,142.16,58.70
87.93,142.18,58.71
87.54,142.59,58.79
87.72,142.42,58.77
88.14,141.94,58.65
88.11,141.96,58.66
88.31,141.72,58.62
88.28,141.76,58.62
87.95,142.16,58.70
88.13,141.95,58.65
88.44,141.56,58.62
88.46,141.53,58.63
88.63,141.33,58.69
88.62,141.35,58.69
88.30,141.73,58.62
88.44,141.55,58.62
88.79,141.17,58.81
88.77,141.19,58.80
89.00,140.97,59.04
88.98,141.00,59.01
88.63,141.34,58.69
88.80,141.17,58.82
89.24,140.78,59.36
89.22,140.79,59.33
89.39,140.66,59.58
89.46,140.62,59.67
89.03,140.95,59.08
89.36,140.69,59.53
89.91,140.26,60.35
89.88,140.29,60.30
90.05,140.14,60.51
90.06,140.13,60.52
89.43,140.63,59.64
89.60,140.51,59.89
89.56,140.54,59.83
89.68,140.45,60.02
89.86,140.30,60.28
89.72,140.42,60.07
89.62,140.49,59.93
90.20,139.99,60.65
90.16,140.04,60.62
90.37,139.82,60.77
90.34,139.85,60.75
89.99,140.19,60.44
90.19,140.00,60.65
89.75,140.39,60.13
90.55,139.63,60.86
90.64,139.54,60.90
90.70,139.48,60.92
90.65,139.53,60.90
90.38,139.81,60.78
90.59,139.59,60.88
90.81,139.38,60.96
91.15,139.10,61.14
90.92,139.28,61.01
91.00,139.22,61.04
90.78,139.41,60.95
90.82,139.37,60.96
91.17,139.09,61.14
91.23,139.03,61.18
91.49,138.85,61.37
91.51,138.83,61.39
91.02,139.20,61.05
91.27,139.00,61.21
91.75,138.66,61.63
91.76,138.65,61.64
92.01,138.47,61.94
91.99,138.48,61.92
91.54,138.81,61.42
91.79,138.63,61.68
92.22,138.30,62.25
92.25,138.27,62.31
92.46,138.07,62.64
92.42,138.11,62.58
92.03,138.45,61.98
92.23,138.29,62.27
92.60,137.90,62.88
92.64,137.85,62.94
92.77,137.69,63.12
92.80,137.65,63.16
92.43,138.09,62.60
92.61,137.89,62.90
92.91,137.51,63.28
92.87,137.55,63.25
93.08,137.29,63.43
93.04,137.33,63.41
92.76,137.69,63.12
92.91,137.50,63.28
93.29,137.03,63.58
93.34,136.97,63.61
93.51,136.79,63.70
93.56,136.75,63.72
93.09,137.27,63.44
93.30,137.02,63.58
93.73,136.60,63.80
93.68,136.64,63.78
94.00,136.40,63.93
93.95,136.44,63.90
93.52,136.79,63.70
93.74,136.60,63.81
94.30,136.22,64.07
94.37,136.18,64.10
94.55,136.09,64.19
94.57,136.07,64.20
94.02,136.39,63.94
94.38,136.18,64.10
94.72,136.01,64.27
94.79,135.98,64.31
94.83,135.96,64.33
94.64,136.05,64.23
95.03,135.89,64.44
95.08,135.87,64.47
95.21,135.83,64.54
95.19,135.84,64.53
94.89,135.94,64.36
95.16,135.85,64.51
95.36,135.78,64.61
95.43,135.76,64.65
95.46,135.75,64.66
95.50,135.74,64.68
95.58,135.71,64.72
95.79,135.64,64.80
95.81,135.63,64.81
95.72,135.66,64.77
96.02,135.55,64.87
95.82,135.63,64.81
96.16,135.49,64.91
96.21,135.47,64.92
96.43,135.38,64.96
96.41,135.38,64.96
96.04,135.54,64.88
96.34,135.42,64.94
96.65,135.27,64.99
