36.00,60.00,46.00
79.00,68.00,80.00
532.00,531.00,389.00
532.00,389.00,533.00
482.00,627.00,628.00
482.00,628.00,477.00
679.00,668.00,497.00
309.00,676.00,505.00
715.00,531.00,532.00
532.00,533.00,715.00
722.00,531.00,715.00
819.00,639.00,629.00
996.00,656.00,639.00
841.00,840.00,665.00
946.00,793.00,935.00
947.00,950.00,956.00
950.00,951.00,956.00
827.00,994.00,995.00
827.00,995.00,822.00
1189.00,965.00,1190.00
1192.00,965.00,1189.00
1176.00,1344.00,1345.00
1263.00,1442.00,1255.00
1569.00,1208.00,1566.00
1522.00,1705.00,1709.00
1732.00,1538.00,1722.00
1734.00,1543.00,1733.00
1549.00,1539.00,1544.00
1543.00,1757.00,1552.00
1756.00,1745.00,1552.00
1566.00,1769.00,1569.00
1793.00,16753.00,1593.00
1633.00,1850.00,1636.00
1889.00,1658.00,1892.00
1548.00,1952.00,1740.00
2030.00,1832.00,2243.00
2025.00,1832.00,2030.00
1841.00,2028.00,1461.00
2030.00,2243.00,2244.00
2030.00,2244.00,2025.00
1841.00,15224.00,2028.00
2056.00,2271.00,2055.00
2056.00,2061.00,2271.00
15224.00,2430.00,2028.00
2448.00,2267.00,2449.00
3189.00,2458.00,2283.00
2803.00,2326.00,2751.00
2326.00,2803.00,2804.00
2835.00,2856.00,3885.00
2879.00,2898.00,2897.00
3086.00,2201.00,15561.00
2449.00,2454.00,3533.00
3189.00,3198.00,2458.00
3272.00,2623.00,3732.00
3306.00,2718.00,3303.00
2875.00,3360.00,17010.00
3342.00,3352.00,2847.00
3409.00,3012.00,15699.00
4047.00,3030.00,3033.00
3126.00,3503.00,3127.00
3671.00,3234.00,3230.00
3752.00,3272.00,3732.00
3370.00,3378.00,3914.00
3974.00,3961.00,3977.00
4126.00,4145.00,5129.00
4215.00,4222.00,4216.00
3505.00,4640.00,4232.00
3511.00,4250.00,3509.00
3533.00,4271.00,3532.00
3534.00,4271.00,3533.00
3534.00,3539.00,4271.00
3743.00,4352.00,3717.00
4404.00,4398.00,3787.00
4404.00,3787.00,4416.00
4479.00,4485.00,3932.00
4541.00,4044.00,4542.00
4216.00,4625.00,4619.00
5015.00,3969.00,5004.00
4541.00,5073.00,5072.00
4542.00,5073.00,4541.00
5076.00,5062.00,4546.00
5284.00,5295.00,5283.00
5283.00,5295.00,5285.00
5302.00,5298.00,5310.00
5302.00,5310.00,5311.00
5781.00,5347.00,5351.00
5418.00,5423.00,4744.00
5514.00,4398.00,4404.00
5017.00,5004.00,6639.00
5686.00,5670.00,5687.00
5295.00,5729.00,5285.00
5309.00,6327.00,5289.00
5855.00,5423.00,5418.00
5423.00,5855.00,5865.00
5444.00,5890.00,5892.00
4404.00,5534.00,5514.00
5994.00,6002.00,5531.00
5614.00,6135.00,5608.00
6232.00,5692.00,5688.00
6237.00,5692.00,6232.00
6246.00,5710.00,6237.00
5722.00,5723.00,6266.00
6277.00,5722.00,6266.00
6304.00,6296.00,5736.00
5750.00,6345.00,5745.00
5796.00,6395.00,5794.00
5951.00,6518.00,5495.00
6631.00,6107.00,6110.00
17317.00,7357.00,6377.00
6786.00,6398.00,6787.00
6852.00,6858.00,6853.00
6581.00,6590.00,7039.00
7055.00,7068.00,7054.00
7054.00,7068.00,7069.00
7094.00,7084.00,7096.00
6649.00,7164.00,6135.00
6649.00,7653.00,7164.00
6787.00,6790.00,7387.00
7426.00,7429.00,6434.00
7608.00,6623.00,7609.00
7096.00,7601.00,8070.00
7710.00,7714.00,7285.00
7832.00,7844.00,7434.00
7854.00,7859.00,7853.00
7853.00,7859.00,16461.00
7987.00,7563.00,7985.00
8004.00,7581.00,7055.00
7601.00,8071.00,8070.00
8174.00,7714.00,7710.00
8193.00,8184.00,8194.00
7832.00,8339.00,7844.00
8339.00,7847.00,7844.00
8101.00,8103.00,8549.00
8593.00,8592.00,8147.00
9097.00,8147.00,8592.00
8606.00,8176.00,8170.00
8610.00,8176.00,8606.00
8610.00,8612.00,8176.00
8388.00,8376.00,8778.00
8875.00,8859.00,8860.00
8877.00,8876.00,8875.00
8877.00,8875.00,8860.00
9341.00,8876.00,8877.00
8899.00,8453.00,8454.00
8909.00,8453.00,8899.00
8474.00,8481.00,8473.00
8536.00,9022.00,9012.00
8124.00,9067.00,8570.00
9090.00,8592.00,8593.00
8593.00,8594.00,9090.00
8590.00,9092.00,8594.00
9090.00,9097.00,8592.00
9110.00,8612.00,8610.00
9345.00,9343.00,9756.00
8882.00,9349.00,8895.00
9367.00,9351.00,9353.00
9503.00,9092.00,8590.00
9137.00,9542.00,9142.00
9177.00,9574.00,9176.00
9629.00,9622.00,9228.00
9632.00,9629.00,9228.00
9294.00,9295.00,9293.00
9747.00,9763.00,9764.00
9753.00,9339.00,9329.00
9339.00,9753.00,9755.00
9353.00,9797.00,9367.00
9811.00,9846.00,9814.00
9384.00,9847.00,9846.00
9881.00,9418.00,9916.00
9931.00,9448.00,9920.00
9958.00,9051.00,9031.00
9159.00,15272.00,10089.00
10093.00,9159.00,10089.00
9159.00,10093.00,15715.00
10096.00,9559.00,10094.00
9622.00,10581.00,10157.00
10740.00,9758.00,10730.00
10378.00,9881.00,9916.00
9511.00,10020.00,10453.00
10042.00,10465.00,9522.00
10529.00,10527.00,9581.00
10529.00,9581.00,16850.00
10600.00,10597.00,10601.00
10601.00,10604.00,10600.00
10761.00,10292.00,10740.00
10761.00,10740.00,10741.00
10786.00,10784.00,10769.00
10854.00,9394.00,10340.00
10348.00,10890.00,10827.00
10378.00,10890.00,10348.00
10907.00,12031.00,10905.00
10999.00,10998.00,10997.00
10999.00,11000.00,10998.00
11013.00,11444.00,10429.00
11039.00,11051.00,11046.00
11060.00,11055.00,11059.00
11059.00,11062.00,11064.00
11059.00,11064.00,11060.00
10484.00,11086.00,11087.00
11119.00,10513.00,10506.00
10522.00,11137.00,10521.00
10522.00,10527.00,11137.00
10601.00,11201.00,10604.00
11208.00,11213.00,10623.00
10998.00,11000.00,11434.00
11008.00,11437.00,11013.00
11060.00,11064.00,11466.00
11501.00,11106.00,11502.00
11210.00,11600.00,10612.00
11622.00,11624.00,11621.00
11787.00,11788.00,11786.00
11814.00,11305.00,11775.00
11775.00,11305.00,11289.00
11788.00,11787.00,11817.00
11885.00,11886.00,11884.00
11987.00,11360.00,11347.00
12136.00,12135.00,12134.00
11502.00,12377.00,11501.00
11502.00,12386.00,12377.00
12483.00,12485.00,11234.00
11790.00,12546.00,11820.00
12991.00,12572.00,12584.00
11987.00,12606.00,12048.00
12650.00,12139.00,12110.00
12695.00,12326.00,12309.00
17042.00,12379.00,12737.00
12837.00,12841.00,12480.00
12846.00,12485.00,12844.00
12842.00,12881.00,12859.00
12854.00,12878.00,12494.00
11701.00,12891.00,12905.00
12924.00,15300.00,12945.00
13220.00,13214.00,13225.00
13221.00,13214.00,13220.00
12353.00,13226.00,13225.00
13540.00,13895.00,13533.00
13587.00,13584.00,13576.00
13608.00,13348.00,13612.00
13761.00,13787.00,13763.00
13763.00,13787.00,13790.00
13646.00,13996.00,13983.00
16213.00,14039.00,15552.00
14139.00,14138.00,14137.00
14139.00,14140.00,14138.00
14137.00,14145.00,14139.00
14304.00,14563.00,14564.00
14563.00,14304.00,14303.00
14489.00,14672.00,14680.00
14678.00,14676.00,14685.00
14761.00,14760.00,14272.00
14540.00,14541.00,14765.00
14795.00,14792.00,14560.00
14792.00,14794.00,14560.00
14793.00,14795.00,14563.00
14792.00,14795.00,14793.00
14564.00,14795.00,14560.00
14795.00,14564.00,14563.00
14870.00,14880.00,14882.00
14660.00,14647.00,14901.00
14942.00,14948.00,14750.00
14761.00,14951.00,14760.00
14952.00,14761.00,14272.00
14952.00,14765.00,14948.00
14964.00,14961.00,14965.00
14965.00,14794.00,14792.00
15060.00,15055.00,14946.00
15082.00,14960.00,14957.00
15082.00,14964.00,14960.00
15085.00,14968.00,14973.00
15067.00,15133.00,15068.00
15167.00,15111.00,15152.00
59.00,60.00,82.00
46.00,60.00,59.00
261.00,262.00,281.00
785.00,580.00,574.00
688.00,676.00,1029.00
1192.00,1352.00,1353.00
1346.00,1722.00,1538.00
1709.00,1714.00,1723.00
2052.00,2271.00,2277.00
1934.00,1735.00,2341.00
2870.00,16214.00,2871.00
4047.00,3423.00,3030.00
17091.00,4059.00,4061.00
4162.00,4148.00,4595.00
4793.00,4798.00,15411.00
4987.00,4988.00,5004.00
3969.00,4987.00,5004.00
5028.00,5015.00,5626.00
5076.00,5064.00,5062.00
5337.00,5338.00,5347.00
5629.00,5661.00,5660.00
6217.00,5688.00,5687.00
6259.00,5712.00,5242.00
5756.00,4638.00,4639.00
5566.00,6052.00,6062.00
6206.00,5660.00,5661.00
5872.00,6853.00,6858.00
6860.00,5872.00,6858.00
7008.00,7002.00,7011.00
6590.00,7066.00,7084.00
6725.00,6713.00,7284.00
7712.00,7288.00,7318.00
7317.00,7305.00,7331.00
7042.00,8004.00,7055.00
7293.00,7285.00,7714.00
8205.00,8187.00,8193.00
8246.00,8238.00,8230.00
8437.00,9349.00,8882.00
9128.00,8640.00,9139.00
9753.00,9329.00,8837.00
10030.00,9519.00,10024.00
10086.00,9553.00,10096.00
10307.00,10298.00,9791.00
9847.00,9399.00,9871.00
11047.00,10443.00,10453.00
11051.00,10446.00,11046.00
10976.00,10962.00,11421.00
11360.00,11987.00,12048.00
12153.00,11421.00,10962.00
12231.00,11437.00,15294.00
12847.00,12485.00,12846.00
13169.00,13180.00,13196.00
12695.00,13169.00,12708.00
13208.00,13196.00,13473.00
13753.00,13763.00,13790.00
13973.00,14224.00,13657.00
14536.00,14255.00,14270.00
14270.00,14771.00,14536.00
14877.00,14880.00,14870.00
14948.00,14765.00,14750.00
14946.00,14740.00,14767.00
14786.00,14774.00,14960.00
14833.00,14830.00,14968.00
14959.00,15559.00,14767.00
59.00,15193.00,163.00
3374.00,15235.00,2934.00
8477.00,7057.00,8016.00
2003.00,15333.00,1807.00
4699.00,15408.00,4695.00
8171.00,15463.00,8158.00
9430.00,15471.00,9433.00
15283.00,15489.00,10858.00
14489.00,15554.00,14672.00
15060.00,15559.00,15067.00
310.00,15193.00,15199.00
3059.00,3057.00,3469.00
15245.00,6177.00,6179.00
6816.00,6815.00,15442.00
7281.00,6727.00,15451.00
8346.00,8750.00,15469.00
10099.00,10506.00,10513.00
10925.00,11392.00,15283.00
11421.00,17553.00,11428.00
12535.00,11790.00,15507.00
12681.00,12299.00,15524.00
13331.00,13587.00,13576.00
14029.00,15309.00,14304.00
139.00,133.00,142.00
129.00,139.00,142.00
16129.00,24.00,16633.00
133.00,199.00,142.00
246.00,262.00,261.00
1243.00,1247.00,1059.00
1247.00,1807.00,15333.00
1318.00,1522.00,1317.00
1801.00,1807.00,1247.00
1461.00,1845.00,1841.00
1961.00,1764.00,1957.00
1961.00,3018.00,3421.00
1934.00,2341.00,15215.00
2160.00,2161.00,2366.00
2694.00,2693.00,3762.00
2371.00,3039.00,2366.00
3189.00,3201.00,3198.00
2897.00,2898.00,16372.00
2960.00,2938.00,3382.00
3360.00,16394.00,3889.00
15709.00,5000.00,3382.00
4638.00,3502.00,4639.00
15411.00,4798.00,4360.00
4622.00,5265.00,5287.00
5403.00,16854.00,4718.00
4705.00,5403.00,4718.00
5346.00,5340.00,5768.00
5846.00,5847.00,5838.00
5839.00,5846.00,5838.00
6496.00,6497.00,5929.00
5794.00,6395.00,6388.00
6942.00,6924.00,7915.00
8070.00,7631.00,7117.00
7096.00,8070.00,7117.00
7680.00,8142.00,7689.00
7800.00,8324.00,6816.00
7651.00,7653.00,8105.00
7741.00,8238.00,8246.00
7743.00,7741.00,8246.00
8082.00,7631.00,8084.00
8536.00,8082.00,8084.00
8084.00,9022.00,8536.00
8614.00,8616.00,8194.00
7847.00,8744.00,7848.00
8860.00,8859.00,8836.00
8436.00,8868.00,8437.00
9341.00,9351.00,8876.00
9371.00,8465.00,8477.00
15272.00,9159.00,9156.00
7854.00,8744.00,9642.00
9399.00,9847.00,9384.00
9622.00,9629.00,10581.00
10298.00,10288.00,9778.00
10741.00,10740.00,10730.00
10732.00,10741.00,10730.00
10453.00,10020.00,11055.00
10464.00,10465.00,11069.00
11185.00,10581.00,11186.00
10638.00,11216.00,11210.00
11305.00,11814.00,10292.00
10761.00,11305.00,10292.00
11289.00,11305.00,10761.00
10741.00,11289.00,10761.00
10292.00,11814.00,11313.00
10769.00,10292.00,11313.00
10769.00,11313.00,10786.00
11421.00,11428.00,10989.00
10976.00,11421.00,10989.00
11600.00,11210.00,11216.00
10694.00,11254.00,11270.00
11284.00,11751.00,11775.00
11289.00,11284.00,11775.00
12093.00,12094.00,12114.00
12106.00,12129.00,12143.00
16738.00,12326.00,15525.00
12371.00,13239.00,12737.00
12485.00,12483.00,12844.00
12966.00,12977.00,12546.00
13119.00,13125.00,12657.00
12737.00,13239.00,13251.00
13595.00,13339.00,12813.00
12846.00,13372.00,12847.00
13365.00,12893.00,13635.00
16137.00,13436.00,13086.00
13463.00,13761.00,13763.00
13225.00,13226.00,13820.00
14140.00,14139.00,14146.00
14264.00,14270.00,14255.00
14260.00,14264.00,14255.00
14358.00,14340.00,14065.00
14111.00,14112.00,14442.00
14560.00,14295.00,14564.00
14325.00,14568.00,14328.00
14594.00,14856.00,14384.00
14946.00,14767.00,15559.00
15060.00,14946.00,15559.00
14964.00,15082.00,15081.00
14961.00,14964.00,15081.00
15085.00,14973.00,14976.00
15089.00,15085.00,14976.00
15133.00,15067.00,15073.00
15032.00,15120.00,15048.00
15233.00,3884.00,15234.00
9989.00,9490.00,15276.00
4695.00,15408.00,15409.00
7601.00,7603.00,15471.00
300.00,15.00,36.00
1636.00,1850.00,2041.00
1661.00,1678.00,2103.00
3189.00,2286.00,3201.00
