ID,min_distances,avg_radius
0.0,0.2061552812808696,0.6865619822277407
0.5,0.5292447448959529,1.1348599798065673
1.0,1.0800462953040355,1.5744048153007735
1.5,1.6127306036657272,2.304298358129866
2.0,1.9951190440673052,2.9399184576267636
2.5,2.8601223750042557,3.4709890322592036
3.0,3.5481262660734028,4.602618667262377
3.5,3.9164524764128066,4.918567998305025
4.0,4.429367900728056,4.8981396140356415
4.5,4.660064377237728,5.236745459512427
5.0,4.976042604319218,5.509606588577283
5.5,5.136574734197882,5.716496358932268
6.0,5.214959251998048,5.835552294604906
6.5,5.371387157895065,6.014520357510111
7.0,5.483748717802447,5.989485823157749
7.5,5.55032431484865,6.0708755424529
8.0,5.5812632978564976,6.167006456283425
8.5,5.621681243186944,6.470320738523286
9.0,5.6867037904219995,6.550054849824133
9.5,5.750443461160187,6.459531378578155
10.0,5.86308792361158,6.469448977830805
10.5,5.889702878753741,6.542377094401903
11.0,5.99949164513128,6.535564753282655
11.5,5.908307710334652,6.447693512928288
12.0,5.734064875810167,6.250272759542512
12.5,5.712407548486009,6.2020740122365385
13.0,5.630008880987668,6.0965586756403445
13.5,5.678996390208394,5.966599125685098
14.0,5.780536307298828,6.105123134042822
14.5,5.773673007713552,6.151608351607534
15.0,5.894353229999031,6.110660537516275
15.5,5.912478329770016,6.068488965202329
16.0,5.869659274608709,6.0801995217487965
16.5,5.904413603398731,6.167263781502636
17.0,6.036770659880984,6.24047033176684
17.5,5.916265714113924,6.328626900326669
18.0,5.828782034010192,6.35334393361457
18.5,5.652158879578671,6.161023253162163
19.0,5.484797170360997,6.185533364506152
19.5,5.462105821018119,5.9780555355559075
20.0,5.706513821940671,6.111939921021613
20.5,5.352008968602353,5.691316410731039
21.0,5.262442398734641,5.478782243007957
21.5,5.1103424542783795,5.369185031268024
22.0,5.1428105156616475,5.35002012558978
22.5,4.835917699878683,5.050412867625732
23.0,4.7000531911883705,5.046855859759326
23.5,4.555282647652062,4.85830532667832
24.0,4.401068052189151,4.816891067838312
24.5,4.048431795152292,4.862740921956309
25.0,4.243830816608976,4.831964043835942
25.5,4.278714760298941,5.136592633346998
26.0,4.528465523772929,5.470337896417985
26.5,4.749663145950458,5.675616098350896
27.0,5.221197180723984,6.062537452328461
27.5,5.552026656996525,6.196551293208636
28.0,5.299452801940973,5.6459685762296425
28.5,4.655878005274605,5.327944895528335
29.0,4.7236109069227945,5.173350663581918
29.5,4.736296021154082,5.153322337547163
30.0,4.762289365420797,5.123732304572453
30.5,4.71352309849013,5.1110195203244375
31.0,4.77200167644564,5.22128994551773
31.5,4.805215916064538,5.328194021529347
32.0,4.816689734662175,5.498052847866656
32.5,4.873602363755176,5.410805354187481
33.0,4.736929385160814,5.355162946583778
33.5,4.749505237390525,5.430489686304561
34.0,4.731891799270143,5.352816782810134
34.5,4.7399367084382105,5.184529229517553
35.0,4.598140928679763,5.229437988673218
35.5,4.41917413098872,4.940919791653187
36.0,4.50538566606678,4.889216398557094
36.5,4.461995069472854,4.866980933799764
37.0,4.489743867972865,5.121135898684855
37.5,4.395782069211346,4.877696459645888
38.0,4.551713962893528,4.85191957643802
38.5,4.476538841560518,4.896521622427623
39.0,4.604541236648893,5.038234617268571
39.5,4.730549650939101,5.251651672213726
40.0,4.845265730586929,5.281311409735785
40.5,4.996418717441525,5.273997130068691
41.0,5.007005092867378,5.328635973979248
41.5,5.013162674400264,5.336421058298149
42.0,5.032703051045229,5.2727019414899665
42.5,5.098411517325766,5.276245991068797
43.0,5.221886632243177,5.371255502178718
43.5,5.110978379919056,5.32901827172669
44.0,5.125963324098209,5.2972408530723865
44.5,5.126187667263068,5.346089470120396
45.0,5.111281639667293,5.35569285339999
45.5,5.1509319545107575,5.336904462914978
46.0,5.076563798476292,5.293491085634889
46.5,4.97253456498796,5.117254658428953
47.0,4.840413205502191,5.038254986834958
47.5,4.8109562459037205,4.976110135227065
48.0,4.702573763376822,4.866591404228006
48.5,4.503287687900918,4.710700065738365
49.0,4.408763999127191,4.63880506709671
49.5,4.405519265648491,4.605384712318748
50.0,4.396600959832493,4.84970792916386
50.5,4.422691488222976,4.867694634141956
51.0,4.164084533243781,4.5436236230587665
51.5,2.9417681757745626,4.043678322302385
52.0,0.41388404173148163,2.1079406788254733
52.5,0.7531268153505175,1.8578146849588084
53.0,2.033125672456097,2.4322031797086927
