ID,min_distances,avg_radius
0.0,0.5127377497317572,2.0897432947253427
0.5,2.678002987302289,3.7781238540487245
1.0,3.150777681779534,4.527392929025287
1.5,3.8847136316593454,5.068652031146519
2.0,4.028759114169027,5.015547213241175
2.5,4.28930064229589,5.0159456152085315
3.0,4.430586868576215,5.291869815293201
3.5,4.744038364094447,5.544290451929561
4.0,5.441442823369544,5.836449872864553
4.5,5.724264144848656,6.014120322797735
5.0,5.567081820846536,6.184092526341201
5.5,5.58717280921218,6.166706248401136
6.0,5.530433979354604,6.094789815470507
6.5,5.276371859526201,6.125296803960663
7.0,5.521050624654683,6.178293880044215
7.5,5.3913449156959,6.301826894658584
8.0,5.564970799564002,6.321013619158999
8.5,5.617454939739174,6.407320452404669
9.0,5.614098324753507,6.458583529002639
9.5,5.6433855087172615,6.5426496372362015
10.0,5.697868022339582,6.4415328919625505
10.5,5.749504326461546,6.673395469806961
11.0,5.885371695993371,6.64096331739938
11.5,6.23854951090396,6.786281268890525
12.0,6.592943197085805,7.018162108466328
12.5,6.662409474056661,7.010517331081943
13.0,6.252511495391274,6.775088477181803
13.5,5.8664299194655,6.763122218931431
14.0,5.685217673932991,6.883172777421527
14.5,5.473600277696568,6.7014883970527706
15.0,5.571938621341768,6.337259031280798
15.5,5.721450864946756,6.5348142523513815
16.0,6.075104937365284,6.736173763425887
16.5,6.339944794712334,7.054991682050576
17.0,6.623397919497208,7.325497621223251
17.5,6.506681181677799,7.381919195885751
18.0,6.303586280840462,7.238637829138433
18.5,6.098040668936201,7.390800266637068
19.0,6.169643425677043,7.542592981190849
19.5,6.209645722583536,7.028458972100976
20.0,6.395185689250936,6.945276352683097
20.5,6.463690896074773,6.919090401684199
21.0,5.918825897084659,6.701112567832296
21.5,6.1702998306403165,6.94090255820159
22.0,5.635299459656071,6.89735441839058
22.5,5.680721785125546,7.305382207371078
23.0,5.4155516801153265,6.842656958428964
23.5,5.482244066073677,6.657905605002787
24.0,5.568662316930343,6.3409782997684
24.5,5.684390908443928,6.339342478279853
25.0,5.592879401524761,6.219954950215708
25.5,5.483730482071482,6.735907349069821
26.0,5.762048246934423,6.464439441992724
26.5,5.727591116691215,6.388842421212888
27.0,5.838441572885705,6.388942939080363
27.5,5.77117838920267,6.313244906569832
28.0,5.474404077157619,6.149824195034082
28.5,5.195921477466716,6.04098975544308
29.0,5.059525669467447,5.963512594984838
29.5,4.688859136293181,5.555154623068769
30.0,4.476706378577888,5.05918485789325
30.5,4.507360646764353,5.063501424327194
31.0,4.495842523932529,4.9453354189889485
31.5,4.655802830876758,4.8333381065124295
32.0,4.712515251964714,4.8557343329164775
32.5,4.610791689070325,4.859312828924183
33.0,4.46879178302144,4.819986063117202
33.5,4.451932164802154,4.785517752114045
34.0,4.821628355649159,5.280110515160741
34.5,4.834769901453418,5.996267440747935
35.0,4.31862246555543,5.886842697510735
35.5,3.1862674087401994,5.397039800466738
36.0,1.293097057455441,4.909590425038858
36.5,0.6401562309311616,1.7910091609490517
37.0,0.26324893162177687,0.9046497521232215
37.5,0.367287353444146,1.8621350993659824
38.0,0.3144837038703526,1.0718568605865093
38.5,0.6256196927846495,1.8244380524599246
39.0,1.310801281659432,2.3976460160444
39.5,1.7719198627477448,2.6464767624483505
40.0,1.1646029366269237,2.55060618193102
40.5,0.9527329111561046,2.5146217819105496
41.0,0.5217278984298385,2.529068647261241
41.5,0.5269724850502436,0.8103320429101367
42.0,0.4924428900898018,1.2936914065551355
42.5,0.12688577540448284,0.6098049172185386
43.0,0.3870400496072528,1.1663337284764077
