ID,min_distances,avg_radius
0.0,0.36932370625237004,1.72858802375828
0.5,0.5710516614107688,2.209512493228329
1.0,0.753392328073504,2.3962987245376883
1.5,1.5216767067941739,2.386642219441711
2.0,1.9406442229321499,2.512226580110613
2.5,2.0191334775095826,2.58039623607129
3.0,2.350850909777146,2.8467914126212235
3.5,2.80433592852211,3.035441039467532
4.0,3.098999838657618,3.293600033126664
4.5,3.3003787661418507,3.4574869931065315
5.0,3.4443867378678568,3.4834258258328563
5.5,3.3109666262286557,3.528017401639233
6.0,3.3017873947303227,3.6264394410791807
6.5,3.3276568332687244,3.635633307221782
7.0,3.3963804262773607,3.5497403710206967
7.5,3.4640005773671643,3.629478737716828
8.0,3.5414262663508915,3.663226920465402
8.5,3.622292092032345,3.6827004921741437
9.0,3.57372354834562,3.6620782058372905
9.5,3.5380644426013528,3.6577703660609955
10.0,3.546674498738217,3.725352126880866
10.5,3.686326084328409,3.8121935666628577
11.0,3.7924134795668047,3.903272858948885
11.5,3.7919124462466187,3.8500226714531296
12.0,3.765182598493722,3.843010458989253
12.5,3.784190798572406,3.874198834468465
13.0,3.695970779105271,3.856567238504461
13.5,3.6216432734326545,3.792978596435123
14.0,3.5784354122996307,3.7291345926962007
14.5,3.5583423106834484,3.7127160998313764
15.0,3.602152134488488,3.75238468643121
15.5,3.649575317759578,3.7955270517511983
16.0,3.6462857814493823,3.796849569168982
16.5,3.6663469557585433,3.7443447004085715
17.0,3.719260679221076,3.7546708927261574
17.5,3.60397003317175,3.7485287555389517
18.0,3.612450691705008,3.7536275346337935
18.5,3.566538938522891,3.719183584111966
19.0,3.6135993137037294,3.8489978199778214
19.5,3.726164247587598,3.9611592746463766
20.0,3.7638544073861233,3.945340128455852
20.5,3.6935619664491863,3.8460938572428187
21.0,3.58938713431694,3.777933213859513
21.5,3.618894858931376,3.7205324627102874
22.0,3.5247411252459346,3.7310532224281956
22.5,3.4516372926482153,3.71412074023873
23.0,3.274965648674809,3.6860034446382235
23.5,3.151967639427789,3.5105762500024973
24.0,3.3391915189159187,3.5333085873875985
24.5,3.4148206395065603,3.5577489814330874
25.0,3.4202631477709398,3.552965082546543
25.5,3.350432807862294,3.541566540046122
26.0,3.279542651041445,3.615975104012741
26.5,3.406699282296564,3.7912604666806127
27.0,3.35077602951913,3.740408047420211
27.5,3.4318945205236178,3.8201824929447152
28.0,3.5625131578704385,4.066602026922613
28.5,3.75173293292579,4.114677541694563
29.0,3.70862508215646,4.114168288855388
29.5,3.838202704391725,4.440539605729854
30.0,3.7425659646825147,4.046107509455271
30.5,3.4972703641554492,4.054319235782852
31.0,2.8556960622587306,3.3394145878072234
31.5,1.818840358419806,2.8322099742540336
32.0,0.7819846545808815,2.3250053607008443
